episode_index,category,suite,source_file,length,task
5947,env,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,136,pick up the black bowl on the stove and place it on the plate
5948,language,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,151,pick up the black bowl between the plate and the ramekin and place it on the plate
5949,lighting,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,147,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
5950,language,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,89,pick up the black bowl on the cookie box and place it on the plate
5951,language,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,134,pick up the black bowl from table center and place it on the plate
5952,sensor_noise,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,160,pick up the tomato sauce and place it in the basket
5953,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,165,pick up the black bowl next to the plate and place it on the plate
5954,env,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,266,put the white mug on the left plate and put the yellow and white mug on the right plate
5955,lighting,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,150,pick up the alphabet soup and place it in the basket
5956,camera_pose,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,126,pick up the orange juice and place it in the basket
5957,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,99,pick up the black bowl next to the plate and place it on the plate
5958,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,130,pick up the black bowl next to the cookie box and place it on the plate
5959,language,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,146,open the middle drawer of the cabinet
5960,lighting,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,124,pick up the orange juice and place it in the basket
5961,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,246,put both the cream cheese box and the butter in the basket
5962,env,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,153,pick up the chocolate pudding and place it in the basket
5963,env,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,101,put the wine bottle on top of the cabinet
5964,env,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,100,pick up the black bowl on the ramekin and place it on the plate
5965,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,138,pick up the black bowl on the ramekin and place it on the plate
5966,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,137,pick up the black bowl on the stove and place it on the plate
5967,env,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,142,pick up the tomato sauce and place it in the basket
5968,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,340,put both the alphabet soup and the tomato sauce in the basket
5969,lighting,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,102,put the bowl on the stove
5970,sensor_noise,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,171,pick up the butter and place it in the basket
5971,language,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,189,pick up the book and place it in the back compartment of the caddy
5972,env,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,119,pick up the orange juice and place it in the basket
5973,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,126,pick up the black bowl next to the plate and place it on the plate
5974,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,157,pick up the black bowl next to the cookie box and place it on the plate
5975,language,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,119,pick up the black bowl on the wooden cabinet and place it on the plate
5976,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,317,put both the alphabet soup and the tomato sauce in the basket
5977,lighting,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,144,pick up the cream cheese and place it in the basket
5978,sensor_noise,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,93,pick up the black bowl between the plate and the ramekin and place it on the plate
5979,language,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,128,open the middle drawer of the cabinet
5980,lighting,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,171,pick up the cream cheese and place it in the basket
5981,env,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,111,pick up the black bowl on the cookie box and place it on the plate
5982,camera_pose,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,238,put both the alphabet soup and the cream cheese box in the basket
5983,language,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,259,put both the alphabet soup and the tomato sauce in the basket
5984,language,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,282,put both the alphabet soup and the tomato sauce in the basket
5985,env,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,96,put the bowl on top of the cabinet
5986,language,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,284,open the top drawer and put the bowl inside
5987,env,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,140,pick up the milk and place it in the basket
5988,lighting,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,150,pick up the butter and place it in the basket
5989,env,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,143,open the middle drawer of the cabinet
5990,env,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,211,pick up the book and place it in the back compartment of the caddy
5991,language,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,158,pick up the chocolate pudding and place it in the basket
5992,lighting,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,139,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
5993,lighting,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,229,put the black bowl in the bottom drawer of the cabinet and close it
5994,language,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,131,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
5995,sensor_noise,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,127,open the middle drawer of the cabinet
5996,env,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,114,put the wine bottle on top of the cabinet
5997,lighting,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,236,put both the alphabet soup and the cream cheese box in the basket
5998,language,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,244,put the white mug on the plate and put the chocolate pudding to the right of the plate
5999,sensor_noise,libero_goal,turn_on_the_stove_demo.hdf5,87,turn on the stove
6000,camera_pose,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,93,put the wine bottle on top of the cabinet
6001,language,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,120,pick up the tomato sauce and place it in the basket
6002,env,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,112,pick up the black bowl next to the ramekin and place it on the plate
6003,env,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,84,put the bowl on the plate
6004,sensor_noise,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,170,pick up the book and place it in the back compartment of the caddy
6005,env,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,154,pick up the alphabet soup and place it in the basket
6006,language,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,105,pick up the black bowl from table center and place it on the plate
6007,lighting,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,165,pick up the chocolate pudding and place it in the basket
6008,env,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,299,turn on the stove and put the moka pot on it
6009,env,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,127,pick up the tomato sauce and place it in the basket
6010,env,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,141,pick up the orange juice and place it in the basket
6011,camera_pose,libero_10,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,450,put both moka pots on the stove
6012,env,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,97,put the bowl on the stove
6013,camera_pose,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,124,pick up the salad dressing and place it in the basket
6014,camera_pose,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,99,put the bowl on top of the cabinet
6015,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,278,put both the alphabet soup and the tomato sauce in the basket
6016,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,128,pick up the black bowl on the stove and place it on the plate
6017,language,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,153,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
6018,lighting,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,142,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
6019,language,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,162,pick up the chocolate pudding and place it in the basket
6020,language,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,170,put the wine bottle on the rack
6021,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,152,pick up the black bowl next to the cookie box and place it on the plate
6022,camera_pose,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,120,pick up the black bowl from table center and place it on the plate
6023,language,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,115,pick up the black bowl next to the plate and place it on the plate
6024,language,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,159,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
6025,camera_pose,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,342,put both the alphabet soup and the tomato sauce in the basket
6026,language,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,168,pick up the chocolate pudding and place it in the basket
6027,sensor_noise,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,113,pick up the black bowl between the plate and the ramekin and place it on the plate
6028,camera_pose,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,323,turn on the stove and put the moka pot on it
6029,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,107,put the bowl on the stove
6030,camera_pose,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,136,pick up the alphabet soup and place it in the basket
6031,env,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,133,pick up the orange juice and place it in the basket
6032,lighting,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,148,pick up the ketchup and place it in the basket
6033,lighting,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,278,turn on the stove and put the moka pot on it
6034,env,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,110,pick up the black bowl next to the plate and place it on the plate
6035,camera_pose,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,90,put the bowl on the plate
6036,env,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,222,turn on the stove and put the moka pot on it
6037,sensor_noise,libero_goal,turn_on_the_stove_demo.hdf5,85,turn on the stove
6038,env,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,126,pick up the salad dressing and place it in the basket
6039,lighting,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,142,pick up the orange juice and place it in the basket
6040,sensor_noise,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,199,put the wine bottle on the rack
6041,lighting,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,97,put the bowl on top of the cabinet
6042,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,150,pick up the black bowl next to the ramekin and place it on the plate
6043,sensor_noise,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,153,pick up the butter and place it in the basket
6044,lighting,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,150,pick up the milk and place it in the basket
6045,sensor_noise,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,143,pick up the alphabet soup and place it in the basket
6046,language,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,138,open the middle drawer of the cabinet
6047,lighting,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,143,open the middle drawer of the cabinet
6048,env,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,99,put the cream cheese in the bowl
6049,camera_pose,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,266,put the white mug on the left plate and put the yellow and white mug on the right plate
6050,camera_pose,libero_10,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,256,put the yellow and white mug in the microwave and close it
6051,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,100,put the wine bottle on top of the cabinet
6052,sensor_noise,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,144,pick up the butter and place it in the basket
6053,sensor_noise,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,158,pick up the ketchup and place it in the basket
6054,lighting,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,100,put the bowl on top of the cabinet
6055,camera_pose,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,157,pick up the chocolate pudding and place it in the basket
6056,camera_pose,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,139,pick up the salad dressing and place it in the basket
6057,env,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,106,put the cream cheese in the bowl
6058,language,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,120,pick up the black bowl next to the ramekin and place it on the plate
6059,sensor_noise,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,86,put the cream cheese in the bowl
6060,language,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,115,put the bowl on the stove
6061,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,127,put the wine bottle on top of the cabinet
6062,lighting,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,172,pick up the bbq sauce and place it in the basket
6063,env,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,128,pick up the black bowl on the stove and place it on the plate
6064,lighting,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,95,put the bowl on the plate
6065,language,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,174,pick up the bbq sauce and place it in the basket
6066,env,libero_10,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,310,put the yellow and white mug in the microwave and close it
6067,sensor_noise,libero_goal,turn_on_the_stove_demo.hdf5,80,turn on the stove
6068,language,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,125,pick up the black bowl next to the plate and place it on the plate
6069,lighting,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,146,pick up the ketchup and place it in the basket
6070,lighting,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,230,put the black bowl in the bottom drawer of the cabinet and close it
6071,env,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,301,put the white mug on the plate and put the chocolate pudding to the right of the plate
6072,lighting,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,98,pick up the black bowl between the plate and the ramekin and place it on the plate
6073,camera_pose,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,129,pick up the tomato sauce and place it in the basket
6074,env,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,145,pick up the black bowl next to the ramekin and place it on the plate
6075,env,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,100,pick up the black bowl next to the plate and place it on the plate
6076,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,121,pick up the black bowl on the ramekin and place it on the plate
6077,language,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,138,pick up the orange juice and place it in the basket
6078,lighting,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,162,pick up the chocolate pudding and place it in the basket
6079,language,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,181,push the plate to the front of the stove
6080,camera_pose,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,237,put the black bowl in the bottom drawer of the cabinet and close it
6081,env,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,135,pick up the cream cheese and place it in the basket
6082,lighting,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,138,pick up the cream cheese and place it in the basket
6083,camera_pose,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,149,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
6084,lighting,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,157,pick up the chocolate pudding and place it in the basket
6085,env,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,130,pick up the black bowl on the stove and place it on the plate
6086,language,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,310,put both the cream cheese box and the butter in the basket
6087,env,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,150,pick up the tomato sauce and place it in the basket
6088,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,141,pick up the black bowl on the stove and place it on the plate
6089,sensor_noise,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,92,pick up the black bowl between the plate and the ramekin and place it on the plate
6090,camera_pose,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,84,put the bowl on the plate
6091,sensor_noise,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,155,put the wine bottle on the rack
6092,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,110,pick up the black bowl next to the cookie box and place it on the plate
6093,camera_pose,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,121,put the wine bottle on top of the cabinet
6094,camera_pose,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,202,open the top drawer and put the bowl inside
6095,camera_pose,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,88,pick up the black bowl between the plate and the ramekin and place it on the plate
6096,language,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,133,pick up the orange juice and place it in the basket
6097,language,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,271,put the white mug on the left plate and put the yellow and white mug on the right plate
6098,env,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,136,pick up the black bowl on the wooden cabinet and place it on the plate
6099,camera_pose,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,166,pick up the bbq sauce and place it in the basket
6100,lighting,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,288,put both the alphabet soup and the cream cheese box in the basket
6101,language,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,143,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
6102,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,100,pick up the black bowl on the ramekin and place it on the plate
6103,lighting,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,148,pick up the milk and place it in the basket
6104,lighting,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,222,turn on the stove and put the moka pot on it
6105,lighting,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,156,pick up the tomato sauce and place it in the basket
6106,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,138,pick up the black bowl on the wooden cabinet and place it on the plate
6107,lighting,libero_goal,turn_on_the_stove_demo.hdf5,77,turn on the stove
6108,language,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,296,put both the alphabet soup and the tomato sauce in the basket
6109,env,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,155,pick up the butter and place it in the basket
6110,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,133,pick up the black bowl next to the cookie box and place it on the plate
6111,language,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,132,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
6112,lighting,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,177,put the wine bottle on the rack
6113,env,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,137,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
6114,sensor_noise,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,95,put the cream cheese in the bowl
6115,sensor_noise,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,135,pick up the bbq sauce and place it in the basket
6116,language,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,92,put the bowl on the plate
6117,env,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,87,pick up the black bowl between the plate and the ramekin and place it on the plate
6118,camera_pose,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,129,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
6119,language,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,104,put the bowl on the stove
6120,env,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,168,pick up the chocolate pudding and place it in the basket
6121,env,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,153,open the middle drawer of the cabinet
6122,lighting,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,98,pick up the black bowl on the cookie box and place it on the plate
6123,camera_pose,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,189,put the wine bottle on the rack
6124,language,libero_goal,turn_on_the_stove_demo.hdf5,90,turn on the stove
6125,env,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,89,pick up the black bowl between the plate and the ramekin and place it on the plate
6126,language,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,131,pick up the bbq sauce and place it in the basket
6127,language,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,143,pick up the milk and place it in the basket
6128,sensor_noise,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,321,put both the cream cheese box and the butter in the basket
6129,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,244,put both the cream cheese box and the butter in the basket
6130,camera_pose,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,116,put the wine bottle on top of the cabinet
6131,camera_pose,libero_goal,turn_on_the_stove_demo.hdf5,103,turn on the stove
6132,lighting,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,139,pick up the salad dressing and place it in the basket
6133,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,155,pick up the black bowl next to the cookie box and place it on the plate
6134,language,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,146,pick up the butter and place it in the basket
6135,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,274,put both the alphabet soup and the tomato sauce in the basket
6136,language,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,162,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
